year;competition_name;Apollon's Wheels;Max Deadlift;Hummer Push;Timber Carry;Medicine Ball Toss;Hammer Lift;Dumbbell Press;Weight Throw;Super Yoke;Manhood Stones;Austrian Oak;Bale Tote;Cyr Dumbbell;Bag Over Bar;Stone to Shoulder;Húsafell Stone;Wheel of Pain;Trial by Stone;Max Squat;Max Log Lift;Steintossen;Webster Stones;Stones of Strength;Car Walk;Farmer's Walk;Atlas Stones;Truck Pull;Natural Stones;Frame Carry;Stone Over Bar;Log Lift;Deadlift;Arm Over Arm Pull;Keg Toss;Squat Lift;Viking Press;Power Stairs;Medley;Axle Press;Tank Pull;Sack Carry;Loading Race;Boat Pull;Car Flip;Crucifix Hold;Bar Bend;Tug of War;Tire Flip;Hercules Hold;Rock Press;Conan's Wheel;Wheelbarrow Carry;Block Carry;Max Axle Press;Shield Carry;Overhead Medley;Front Hold;Bus Pull;Flip & Drag;Nicol Stones;Deadlift Ladder;Carry & Drag;Log Ladder;Load & Push;Deadlift Hold;Fingal's Fingers;Carry Medley;Log Medley;Africa Stone;Sled Pull;Keg Carry;Hip Lift;Carry & Flip;Cross Carry;Pole Push;Safe Lift;Dumbbell Medley;Max Stone Press;Vertical Lift;Cyr Dumbbell Ladder;Inver Stones;Rogue-a-Coaster;The Duel;Sandbag Toss;Leg Press;Medley #1;Chest Press;Medley #2;Flag Hoist;McGlashen Stones;Plane Pull;Train Pull;Fridge Carry;Ding Carry;Circus Barbell;Kettlebell Toss;Overhead Press;Giant's Medley;Titan's Turntable;Flintstone Barbell;Max Dumbbell;Basque Circle;Car Pull;Giant Farmer's Walk;Wrestling;Block Press;Norse Hammers;Load & Drag;Bullion Toss;Last Man Standing;Elephant Carry;Load & Carry;Circle of Strength;Loading Medley;Pickaxe Hold;Stone Off;Train Push;Wrecking Ball Hold;Deadlift Machine;Chain Railway Carriage;Axle Death-Lift
2016;WSM Final - group;;;;;;;4 reps;;;;;;;;;;;;;;;;;;;4 in 28.90 s;;;;;;;;;0 reps;;;;;;;1 in 31.00 s;;;;;;;57.17 s;;;;;;;;;;;;;;;;;3 in 26.82 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;WSM Final - group;;;;;;;5 reps;;;;;;;;;;;;;;;;;;;4 in 47.81 s;;;;;;;;;1 rep;;;;;;;3 in 56.81 s;;;;;;;36.06 s;;;;;;;;;;;;;;;;;3 in 25.30 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;WSM Final - group;;;;;;;Withdrew;;;;;;;;;;;;;;;;;;;Withdrew;;;;;;;;;3 reps;;;;;;;3 in 49.84 s;;;;;;;25.23 s;;;;;;;;;;;;;;;;;5 in 45.43 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;WSM Final - group;;;;;;;Withdrew;;;;;;;;;;;;;;;;;;;Withdrew;;;;;;;;;Withdrew;;;;;;;2 in 40.92 s;;;;;;;42.91 s;;;;;;;;;;;;;;;;;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;4 in 24.80 s;42.91 s;;;;;13 reps;;6 m;;9 reps;;;;;;4 in 68.85 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;4 in 33.78 s;43.72 s;;;;;9 reps;;7 m;;5 reps;;;;;;4 in 43.57 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;4 in 29.85 s;54.97 s;;;;;12 reps;;7 m;;3 reps;;;;;;4 in 43.72 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;4 in 36.00 s;45.41 s;;;;;12 reps;;6 m;;2 reps;;;;;;4 in 47.34 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 53.55 s;51.19 s;;;;;3 reps;;5.5 m;;6 reps;;;;;;3 in 46.53 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 31.17 s;24.23 m;;;;;6 reps;;5.5 m;;0 reps;;;;;;3 in 35.05 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;WSM Final - group;;;;;;;6 reps;;;;;;;;;;;;;;;;;;;5 in 24.15 s;;;;;;6 reps;;7.15 m;;;;;;;;3 in 42.68 s;;;;;;;;;;;;;;;;;;;;;;;;5 in 44.15 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;WSM Final - group;;;;;;;5 reps;;;;;;;;;;;;;;;;;;;4 in 25.36 s;;;;;;10 reps;;6.75 m;;;;;;;;2 in 48.46 s;;;;;;;;;;;;;;;;;;;;;;;;4 in 39.64 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;WSM Final - group;;;;;;;3 reps;;;;;;;;;;;;;;;;;;;4 in 24.84 s;;;;;;9 reps;;6.75 m;;;;;;;;2 in 40.08 s;;;;;;;;;;;;;;;;;;;;;;;;4 in 40.56 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;WSM Final - group;;;;;;;0 reps;;;;;;;;;;;;;;;;;;;4 in 37.96 s;;;;;;2 reps;;6.75 m;;;;;;;;3 in 74.23 s;;;;;;;;;;;;;;;;;;;;;;;;5 in 50.52 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;WSM Final - group;;;;;;;4 reps;;;;;;;;;;;;;;;;;;;3 in 35.23 s;;;;;;4 reps;;5.5 m;;;;;;;;3 in 68.95 s;;;;;;;;;;;;;;;;;;;;;;;;4 in 42.56 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;WSM Final - group;;;;;;;4 reps;;;;;;;;;;;;;;;;;;;3 in 39.36 s;;;;;;5 reps;;6.5 m;;;;;;;;1 in 15.22 s;;;;;;;;;;;;;;;;;;;;;;;;4 in 45.27 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;WSM Final - group;;;;;;;5 reps;;;;;;;;;;;;;;;;;;;4 in 33.56 s;43.60 s;;;;;;;;4 reps;;;;;;;3 in 61.83 s;;;;;;;44.02 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;WSM Final - group;;;;;;;2 reps;;;;;;;;;;;;;;;;;;;4 in 28.69 s;41.66 s;;;;;;;;4 reps;;;;;;;1 in 18.82 s;;;;;;;42.68 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;WSM Final - group;;;;;;;6 reps;;;;;;;;;;;;;;;;;;;3 in 27.27 s;48.85 s;;;;;;;;3 reps;;;;;;;2 in 38.24 s;;;;;;;25.59 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;WSM Final - group;;;;;;;3 reps;;;;;;;;;;;;;;;;;;;4 in 37.06 s;48.63 s;;;;;;;;0 reps;;;;;;;2 in 72.77 s;;;;;;;26.56 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;WSM Final - group;;;;;;;8 reps;;;;;;;;;;;;;;;;;;;3 in 34.96 s;51.75 s;;;;;;;;1 rep;;;;;;;1 in 18.09 s;;;;;;;29.26 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;WSM Final - group;;;;;;;4 reps;;;;;;;;;;;;;;;;;;;3 in 48.10 s;57.03 s;;;;;;;;2 reps;;;;;;;1 in 23.57 s;;;;;;;41.68 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;4 in 23.29 s;41.00 s;;;;;10 reps;;7.25 m;;9 reps;;;;;;4 in 48.06 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;4 in 29.89 s;42.16 s;;;;;5 reps;;6.75 m;;9 reps;;;;;;4 in 37.02 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 27.05 s;50.87 s;;;;;2 reps;;6.75 m;;1 rep;;;;;;4 in 47.27 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 29.26 s;50.54 s;;;;;7 reps;;6.75 m;;6 reps;;;;;;4 in 66.50 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 27.57 s;23.15 m;;;;;7 reps;;5.5 m;;1 rep;;;;;;3 in 40.99 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;Withdrew;23.1 m;;;;;Withdrew;;6 m;;Withdrew;;;;;;3 in 52.56 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5 reps;8 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 45.93 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 + 8.71 m;8 in 54.14 s;Qualified;;;;;;;;;;;
2017;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5 reps;8 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4 in 50.09 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 + 10.95 m;6 in 34.53 s;10 reps;;;;;;;;;;;
2017;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6 reps;7 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4 in 38.37 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 + 4.95 m;4 in 26.38 s;20 reps;;;;;;;;;;;
2017;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 rep;2 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4 in 47.72 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 + 7.85 m;6 in 35.30 s;11 reps;;;;;;;;;;;
2017;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 reps;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 23.46 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 + 3.71 m;Withdrew;Withdrew;;;;;;;;;;;
2017;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 rep;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0 in 60.00 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 + 4.29 m;Withdrew;Eliminated;;;;;;;;;;;
2017;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5 reps;;;;4 reps;;;;;;;;;;;;;;;;;;;35.01 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 64.03 s;5 in 27.74 s;Qualified;;;;;;;;;;;
2017;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11 reps;;;;3 reps;;;;;;;;;;;;;;;;;;;21.08 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 + 7.52 m;2 in 21.02 s;9 reps;;;;;;;;;;;
2017;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4 reps;;;;1 rep;;;;;;;;;;;;;;;;;;;24.12 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 + 6.43 m;6 in 49.59 s;10 reps;;;;;;;;;;;
2017;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9 reps;;;;0 reps;;;;;;;;;;;;;;;;;;;21.58 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 + 3.15 m;4 in 27.45 s;10 reps;;;;;;;;;;;
2017;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0 reps;;;;2 reps;;;;;;;;;;;;;;;;;;;16.61 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 + 4.27 m;6 in 32.96 s;8 reps;;;;;;;;;;;
2017;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0 reps;;;;0 reps;;;;;;;;;;;;;;;;;;;20.89 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 + 3.73 m;Withdrew;Eliminated;;;;;;;;;;;
2017;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 reps;8 reps;;;;;;;;;;;;;;;;;;;;;;;;;;42.69 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 + 5.77 m;;Qualified;69.94 m;;;;;;;;;;
2017;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4 reps;6 reps;;;;;;;;;;;;;;;;;;;;;;;;;;44.69 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 + 1.96 m;;5 reps;65.99 m;;;;;;;;;;
2017;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4 reps;8 reps;;;;;;;;;;;;;;;;;;;;;;;;;;18.65 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 + 2.59 m;;8 reps;35.97 m;;;;;;;;;;
2017;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 reps;3 reps;;;;;;;;;;;;;;;;;;;;;;;;;;48.14 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 + 5.82 m;;9 reps;44.93 m;;;;;;;;;;
2017;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5 reps;6 reps;;;;;;;;;;;;;;;;;;;;;;;;;;12.69 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 + 0.76 m;;5 reps;63.59 m;;;;;;;;;;
2017;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5 reps;4 reps;;;;;;;;;;;;;;;;;;;;;;;;;;16.9 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 + 2.57 m;;Eliminated;30.84 m;;;;;;;;;;
2017;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7 reps;4 reps;;;;;;;;;;;;;;;;;;;;;;;;;;34.76 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 + 6.96 m;2 in 10.99 s;Qualified;;;;;;;;;;;
2017;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7 reps;3 reps;;;;;;;;;;;;;;;;;;;;;;;;;;38.51 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 + 3.89 m;6 in 23.08 s;8 reps;;;;;;;;;;;
2017;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4 reps;2 reps;;;;;;;;;;;;;;;;;;;;;;;;;;45.68 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 + 8.61 m;4 in 50.13 s;9 reps;;;;;;;;;;;
2017;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 reps;2 reps;;;;;;;;;;;;;;;;;;;;;;;;;;51.14 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 + 4.34 m;0 in 60.00 s;8 reps;;;;;;;;;;;
2017;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 rep;1 rep;;;;;;;;;;;;;;;;;;;;;;;;;;48.63 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 + 7.60 m;1 in 7.48 s;6 reps;;;;;;;;;;;
2017;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 rep;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;;;18.28 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 + 8.03 m;Withdrew;Eliminated;;;;;;;;;;;
2017;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8 reps;;;;1 rep;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 36.16 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 + 8.10 m;;Qualified;71.33 m;;;;;;;;;;
2017;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5 reps;;;;3 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 23.04 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 + 9.07 m;;2 reps;54.14 m;;;;;;;;;;
2017;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5 reps;;;;1 rep;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 29.36 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 + 7.62 m;;12 reps;59.95 m;;;;;;;;;;
2017;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5 reps;;;;0 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;4 in 44.62 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 74.92 s;;11 reps;4.84 m;;;;;;;;;;
2017;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8 reps;;;;0 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 46.99 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 + 5.77 m;;Withdrew;Withdrew;;;;;;;;;;
2017;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 reps;;;;0 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 39.35 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 + 2.31 m;;Eliminated;4.74 m;;;;;;;;;;
2018;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;Qualified;;;;;5 reps;;12.26 m;;7 in 27.50 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 35.13 s;612 °;;;;;;;;
2018;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 37.23 s;;;;;7 reps;;17.5 m;;7 in 30.85 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 54.42 s;529 °;;;;;;;;
2018;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 25.13 s;;;;;5 reps;;18.57 m;;7 in 28.92 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 in 15.90 s;572 °;;;;;;;;
2018;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;Eliminated;;;;;6 reps;;18.1 m;;7 in 29.77 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 43.84 s;233 °;;;;;;;;
2018;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;Eliminated;;;;;3 reps;;23.62 m;;7 in 40.10 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 36.95 s;90 °;;;;;;;;
2018;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;Eliminated;;;;;4 reps;;15.87 m;;7 in 43.46 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 in 11.79 s;351 °;;;;;;;;
2018;WSM Final - group;;;;;;;2 in 12.82 s;;;;;;;;;;;;;;;;;;;Qualified;;;;;;6 reps;19.82 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8 in 53.22 s;;;;;;;;;;;;;;;;3 in 41.21 s;;;;;;;;;
2018;WSM Final - group;;;;;;;1 in 5.81 s;;;;;;;;;;;;;;;;;;;5 in 32.16 s;;;;;;5 reps;17.57 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7 in 51.59 s;;;;;;;;;;;;;;;;3 in 33.96 s;;;;;;;;;
2018;WSM Final - group;;;;;;;3 in 40.13 s;;;;;;;;;;;;;;;;;;;4 in 29.98 s;;;;;;6 reps;14.28 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7 in 49.72 s;;;;;;;;;;;;;;;;3 in 53.15 s;;;;;;;;;
2018;WSM Final - group;;;;;;;3 in 23.40 s;;;;;;;;;;;;;;;;;;;Eliminated;;;;;;5 reps;18.2 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 54.19 s;;;;;;;;;;;;;;;;2 + 3.10 m;;;;;;;;;
2018;WSM Final - group;;;;;;;1 in 8.67 s;;;;;;;;;;;;;;;;;;;Eliminated;;;;;;3 reps;47.42 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6 in 55.68 s;;;;;;;;;;;;;;;;3 in 57.98 s;;;;;;;;;
2018;WSM Final - group;;;;;;;1 in 6.19 s;;;;;;;;;;;;;;;;;;;Eliminated;;;;;;3 reps;14.9 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0 in 60.00 s;;;;;;;;;;;;;;;;1 implement;;;;;;;;;
2018;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;Qualified;;;;;8 reps;;;;7 in 33.10 s;;;;;;;;;;;;;;;;;;;;;;;37.28 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4 in 57.57 s;;;;;;;;;;;;;;;;3 in 42.97 s;;;;;;;;;
2018;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 33.05 s;;;;;6 reps;;;;5 reps;;;;;;;;;;;;;;;;;;;;;;;39.46 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6 in 56.21 s;;;;;;;;;;;;;;;;3 in 41.55 s;;;;;;;;;
2018;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;4 in 24.65 s;;;;;6 reps;;;;6 reps;;;;;;;;;;;;;;;;;;;;;;;41.49 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6 in 44.14 s;;;;;;;;;;;;;;;;3 in 43.56 s;;;;;;;;;
2018;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;Eliminated;;;;;4 reps;;;;7 in 40.27 s;;;;;;;;;;;;;;;;;;;;;;;41.47 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 42.59 s;;;;;;;;;;;;;;;;3 in 38.69 s;;;;;;;;;
2018;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;Eliminated;;;;;6 reps;;;;7 in 31.43 s;;;;;;;;;;;;;;;;;;;;;;;29.9 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 38.72 s;;;;;;;;;;;;;;;;2 + 7.00 m;;;;;;;;;
2018;WSM Final - group;;;;;;;;;;;;;;;;;;;;;;;;;;Eliminated;;;;;5 reps;;;;4 reps;;;;;;;;;;;;;;;;;;;;;;;42.66 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 41.61 s;;;;;;;;;;;;;;;;2 + 0.12 m;;;;;;;;;
2018;WSM Final - group;;;;;;;3 in 27.97 s;;;;;;;;;;;;;;;;;;;Qualified;;;;;;7 reps;15.56 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 31.66 s;501 °;;;;;;;;
