Year;Comp name;#;Competitor;Country;Apollon's Wheels;Max Deadlift;Hummer Push;Timber Carry;Medicine Ball Toss;Hammer Lift;Dumbbell Press;Weight Throw;Super Yoke;Manhood Stones;Austrian Oak;Bale Tote;Cyr Dumbbell;Bag Over Bar;Stone to Shoulder;HÃºsafell Stone;Wheel of Pain;Trial by Stone;Max Squat;Max Log Lift;Steintossen;Car Walk;Farmer's Walk;Atlas Stones;Truck Pull;Natural Stones;Frame Carry;Stone Over Bar;Log Lift;Deadlift;Arm Over Arm Pull;Keg Toss;Squat Lift;Viking Press;Power Stairs;Medley;Axle Press;Tank Pull;Sack Carry;Loading Race;Tire Flip;Hercules Hold;Rock Press;Conan's Wheel;Crucifix Hold;Wheelbarrow Carry;Block Carry;Max Axle Press;Shield Carry;Overhead Medley;Front Hold;Bus Pull;Flip & Drag;Nicol Stones;Deadlift Ladder;Carry & Drag;Deadlift Hold;Fingal's Fingers;Carry Medley;Log Medley;Africa Stone;Sled Pull;Keg Carry;Hip Lift;Carry & Flip;Cross Carry;Pole Push;Safe Lift;Dumbbell Medley;Cyr Dumbbell Ladder;Inver Stones;Rogue-a-Coaster;The Duel;Leg Press;Flag Hoist;McGlashen Stones;Car Flip;Tug of War;Plane Pull;Vertical Lift;Train Pull;Fridge Carry;Ding Carry;Circus Barbell;Kettlebell Toss;Overhead Press;Giant's Medley;Log Ladder;Titan's Turntable;Flintstone Barbell;Max Dumbbell;Basque Circle;Car Pull;Giant Farmer's Walk;Wrestling;Block Press;Norse Hammers;Load & Drag;Bullion Toss;Last Man Standing;Elephant Carry;Load & Carry;Circle of Strength;Loading Medley;Pickaxe Hold;Stone Off;Train Push;Wrecking Ball Hold;Deadlift Machine;Kettlebell Throw;Chain Railway Carriage;Axle Death-Lift
2014;WSM Final;3;B. Shaw;USA;;;;;;;;;;;;;;;;;;;;;;;;5 in 23.94 s;40.56 s;;;;;;;8 in 16.59 s;10 reps;;;;;;;3 in 44.18 s;;;;;;;;;;4 in 29.02 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;WSM Final;4;M. Burke;USA;;;;;;;;;;;;;;;;;;;;;;;;5 in 36.92 s;53.51 s;;;;;;;8 in 28.94 s;3 reps;;;;;;;3 in 41.85 s;;;;;;;;;;4 in 30.58 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;WSM Final;5;T. Hollands;ENG;;;;;;;;;;;;;;;;;;;;;;;;5 in 28.47 s;43.35 s;;;;;;;6 in 60.00 s;2 reps;;;;;;;3 in 52.34 s;;;;;;;;;;1 in 52.15 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;WSM Final;6;E. Hall;ENG;;;;;;;;;;;;;;;;;;;;;;;;5 in 38.32 s;21.4 m;;;;;;;6 in 60.00 s;14 reps;;;;;;;3 in 57.07 s;;;;;;;;;;3 in 40.17 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;WSM Final;6;D. Ostlund;USA;;;;;;;;;;;;;;;;;;;;;;;;5 in 32.67 s;50.10 s;;;;;;;6 in 60.00 s;1 rep;;;;;;;3 in 49.66 s;;;;;;;;;;0 in 60.00 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;WSM Final;8;W. Brant;AUS;;;;;;;;;;;;;;;;;;;;;;;;5 in 37.02 s;17.3 m;;;;;;;6 in 60.00 s;8 reps;;;;;;;3 in 54.20 s;;;;;;;;;;1 in 26.50 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;WSM Final;9;J. Pritchett;USA;;;;;;;;;;;;;;;;;;;;;;;;5 in 34.68 s;19.1 m;;;;;;;4 in 60.00 s;11 reps;;;;;;;3 in 53.23 s;;;;;;;;;;0 in 60.00 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;WSM Final;10;L. Shahlaei;ENG;;;;;;;;;;;;;;;;;;;;;;;;3 in 23.44 s;23.1 m;;;;;;;4 in 60.00 s;8 reps;;;;;;;3 in 55.92 s;;;;;;;;;;4 in 57.44 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;WSM Final;11;J. Caron;CAN;;;;;;;;;;;;;;;;;;;;;;;;5 in 47.04 s;22.7 m;;;;;;;4 in 60.00 s;7 reps;;;;;;;3 in 55.60 s;;;;;;;;;;3 in 46.30 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;WSM Final;12;M. Wildauer;AUT;;;;;;;;;;;;;;;;;;;;;;;;5 in 38.85 s;24.2 m;;;;;;;6 in 60.00 s;0 reps;;;;;;;3 in 51.38 s;;;;;;;;;;0 in 60.00 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;WSM Final;1;B. Shaw;USA;;;;;;;;;18.82 s;;;;;;;;;;;180 kg;;;;5 in 24.51 s;23.84 m;;;;;8 reps;;;;;37.81 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;WSM Final;2;Å½. Savickas;LTU;;;;;;;;;24.84 s;;;;;;;;;;;205 kg;;;;4 in 21.32 s;22.88 m;;;;;5 reps;;;;;33.97 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;WSM Final;3;H. BjÃ¶rnsson;ISL;;;;;;;;;17.09 s;;;;;;;;;;;180 kg;;;;5 in 31.73 s;20.83 m;;;;;6 reps;;;;;35.37 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;WSM Final;4;E. Hall;GBR;;;;;;;;;27.28 s;;;;;;;;;;;195 kg;;;;5 in 24.84 s;20.25 m;;;;;7 reps;;;;;13 stairs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;WSM Final;5;M. Burke;USA;;;;;;;;;30.74 s;;;;;;;;;;;180 kg;;;;5 in 50.23 s;20.09 m;;;;;1 rep;;;;;40.68 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;WSM Final;6;J. Caron;CAN;;;;;;;;;39.02 s;;;;;;;;;;;165 kg;;;;3 in 17.85 s;17.82 m;;;;;5 reps;;;;;14 stairs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;WSM Final;7;D. Savatinov;BUL;;;;;;;;;19.1 m;;;;;;;;;;;195 kg;;;;2 in 18.20 s;15.85 m;;;;;1 rep;;;;;1 stair;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;WSM Final;8;M. Felix;GBR;;;;;;;;;15.8 m;;;;;;;;;;;No lift;;;;3 in 22.72 s;15.72 m;;;;;3 reps;;;;;10 stairs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;WSM Final;9;M. Shivlyakov;RUS;;;;;;;;;3.8 m;;;;;;;;;;;165 kg;;;;2 in 22.80 s;16.05 m;;;;;0 reps;;;;;9 stairs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;WSM Final;10;J. Pritchett;USA;;;;;;;;;8.9 m;;;;;;;;;;;No lift;;;;0 in 60.00 s;13.08 m;;;;;3 reps;;;;;9 stairs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;WSM Final;1;B. Shaw;USA;;445 kg;;;;;;;;;;;;;;;;;;;;;;5 in 28.02 s;;;28.25 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.53 m;;;;;7 reps;;;;;;;;;;;;;;;;;;;;;;;;;;6 in 34.97 s;;
2016;WSM Final;2;H. BjÃ¶rnsson;ISL;;420 kg;;;;;;;;;;;;;;;;;;;;;;5 in 26.80 s;;;51.29 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.9 m;;;;;8 reps;;;;;;;;;;;;;;;;;;;;;;;;;;6 in 40.22 s;;
2016;WSM Final;3;E. Hall;GBR;;445 kg;;;;;;;;;;;;;;;;;;;;;;5 in 29.68 s;;;0.2 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.45 m;;;;;8 reps;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 56.92 s;;
2016;WSM Final;4;K. Janashia;GEO;;420 kg;;;;;;;;;;;;;;;;;;;;;;4 in 29.92 s;;;22.82 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.06 m;;;;;7 reps;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 59.50 s;;
2016;WSM Final;5;J. Caron;CAN;;435 kg;;;;;;;;;;;;;;;;;;;;;;4 in 29.79 s;;;21.1 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.73 m;;;;;4 reps;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 31.88 s;;
2016;WSM Final;6;M. Licis;USA;;400 kg;;;;;;;;;;;;;;;;;;;;;;5 in 34.80 s;;;41.29 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.53 m;;;;;6 reps;;;;;;;;;;;;;;;;;;;;;;;;;;0 in 60.00 s;;
2016;WSM Final;7;M. Kieliszkowski;POL;;375 kg;;;;;;;;;;;;;;;;;;;;;;4 in 32.38 s;;;17.69 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.14 m;;;;;5 reps;;;;;;;;;;;;;;;;;;;;;;;;;;4 in 34.28 s;;
2016;WSM Final;8;G. SzymaÅ„ski;POL;;375 kg;;;;;;;;;;;;;;;;;;;;;;4 in 24.19 s;;;52.93 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.35 m;;;;;2 reps;;;;;;;;;;;;;;;;;;;;;;;;;;4 in 22.78 s;;
2016;WSM Final;9;M. BelÅ¡ak;SLO;;400 kg;;;;;;;;;;;;;;;;;;;;;;4 in 37.12 s;;;1.3 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.55 m;;;;;4 reps;;;;;;;;;;;;;;;;;;;;;;;;;;3 in 49.61 s;;
2016;WSM Final;10;L. Shahlaei;GBR;;Withdrew;;;;;;;;;;;;;;;;;;;;;;Withdrew;;;24.3 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Withdrew;;;;;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;;;Withdrew;;
2017;WSM Final;1;E. Hall;GBR;;472.5 kg;;;;;;;;;;;;;;;;;;;;;;5 in 58.74 s;;;;;;;;;15 reps;15 reps;;;;;;;35.12 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42.92 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;WSM Final;2;H. BjÃ¶rnsson;ISL;;460 kg;;;;;;;;;;;;;;;;;;;;;;5 in 28.99 s;;;;;;;;;12 reps;14 reps;;;;;;;28.83 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.10 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;WSM Final;3;B. Shaw;USA;;460 kg;;;;;;;;;;;;;;;;;;;;;;5 in 40.48 s;;;;;;;;;13 reps;12 reps;;;;;;;27.28 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.60 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;WSM Final;4;M. Licis;USA;;440 kg;;;;;;;;;;;;;;;;;;;;;;5 in 33.24 s;;;;;;;;;13 reps;8 reps;;;;;;;39.93 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.30 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;WSM Final;5;J. Caron;CAN;;440 kg;;;;;;;;;;;;;;;;;;;;;;4 in 29.41 s;;;;;;;;;13 reps;8 reps;;;;;;;31.56 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.81 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;WSM Final;6;M. Kieliszkowski;POL;;380 kg;;;;;;;;;;;;;;;;;;;;;;4 in 33.01 s;;;;;;;;;3 reps;7 reps;;;;;;;34.52 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.07 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;WSM Final;7;L. Shahlaei;GBR;;400 kg;;;;;;;;;;;;;;;;;;;;;;3 in 45.66 s;;;;;;;;;12 reps;7 reps;;;;;;;39.87 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.14 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;WSM Final;8;K. Janashia;GEO;;440 kg;;;;;;;;;;;;;;;;;;;;;;4 in 35.36 s;;;;;;;;;2 reps;8 reps;;;;;;;5 flips;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.25 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;WSM Final;9;Å½. Savickas;LTU;;400 kg;;;;;;;;;;;;;;;;;;;;;;3 in 19.76 s;;;;;;;;;13 reps;2 reps;;;;;;;3 flips;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.73 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;WSM Final;10;N. Best;USA;;380 kg;;;;;;;;;;;;;;;;;;;;;;2 in 26.68 s;;;;;;;;;6 reps;3 reps;;;;;;;3 flips;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.38 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;WSM Final;1;H. BjÃ¶rnsson;ISL;;;;;;;;;;;;;;;;;;;;;;;;4 in 39.40 s;;;32.53 s;;;12 reps;;;;;;;;;;5 in 31.22 s;;;;;;;;;;;;36.05 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;205 kg;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;WSM Final;2;M. Kieliszkowski;POL;;;;;;;;;;;;;;;;;;;;;;;;4 in 42.13 s;;;18.93 s;;;3 reps;;;;;;;;;;5 in 33.60 s;;;;;;;;;;;;35.95 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200 kg;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;WSM Final;3;B. Shaw;USA;;;;;;;;;;;;;;;;;;;;;;;;4 in 39.11 s;;;21.72 s;;;12 reps;;;;;;;;;;5 in 43.34 s;;;;;;;;;;;;36.76 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;190 kg;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;WSM Final;4;M. Licis;USA;;;;;;;;;;;;;;;;;;;;;;;;4 in 24.97 s;;;26.55 m;;;10 reps;;;;;;;;;;4 in 37.67 s;;;;;;;;;;;;38.95 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200 kg;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;WSM Final;5;J. Caron;CAN;;;;;;;;;;;;;;;;;;;;;;;;4 in 33.59 s;;;18.45 m;;;11 reps;;;;;;;;;;5 in 40.61 s;;;;;;;;;;;;41.00 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;175 kg;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;WSM Final;6;J. Els;RSA;;;;;;;;;;;;;;;;;;;;;;;;5 in 41.44 s;;;9.55 m;;;5 reps;;;;;;;;;;5 in 34.12 s;;;;;;;;;;;;40.25 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No lift;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;WSM Final;7;M. BelÅ¡ak;SLO;;;;;;;;;;;;;;;;;;;;;;;;3 in 37.67 s;;;5.3 m;;;6 reps;;;;;;;;;;5 in 52.56 s;;;;;;;;;;;;36.75 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;190 kg;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;WSM Final;8;R. Oberst;USA;;;;;;;;;;;;;;;;;;;;;;;;3 in 24.15 s;;;12.05 m;;;0 reps;;;;;;;;;;5 in 44.98 s;;;;;;;;;;;;41.10 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;190 kg;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;WSM Final;9;K. Janashia;GEO;;;;;;;;;;;;;;;;;;;;;;;;3 in 44.78 s;;;30.96 s;;;7 reps;;;;;;;;;;5 in 52.92 s;;;;;;;;;;;;43.20 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No lift;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;WSM Final;10;Å½. Savickas;LTU;;;;;;;;;;;;;;;;;;;;;;;;Withdrew;;;5.05 m;;;3 reps;;;;;;;;;;Withdrew;;;;;;;;;;;;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;190 kg;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;WSM Final;1;M. Licis;USA;;;;;;;;;;;;;;;;;;;;;;;;5 in 27.41 s;;;;;;;;;9 reps;;;;;;;4 in 43.81 s;;;;;;;;;;4 in 27.94 s;;;;;;;41.25 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;WSM Final;2;M. Kieliszkowski;POL;;;;;;;;;;;;;;;;;;;;;;;;5 in 38.45 s;;;;;;;;;7 reps;;;;;;;4 in 42.11 s;;;;;;;;;;4 in 23.86 s;;;;;;;35.72 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;WSM Final;3;H. BjÃ¶rnsson;ISL;;;;;;;;;;;;;;;;;;;;;;;;5 in 28.95 s;;;;;;;;;7 reps;;;;;;;4 in 48.17 s;;;;;;;;;;4 in 31.16 s;;;;;;;45.29 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;WSM Final;4;J. Caron;CAN;;;;;;;;;;;;;;;;;;;;;;;;5 in 55.38 s;;;;;;;;;7 reps;;;;;;;4 in 46.92 s;;;;;;;;;;4 in 48.29 s;;;;;;;38.57 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;WSM Final;5;T. Stoltman;GBR;;;;;;;;;;;;;;;;;;;;;;;;5 in 35.47 s;;;;;;;;;5 reps;;;;;;;4 in 39.66 s;;;;;;;;;;4 in 46.20 s;;;;;;;28.76 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;WSM Final;6;B. Shaw;USA;;;;;;;;;;;;;;;;;;;;;;;;5 in 39.82 s;;;;;;;;;8 reps;;;;;;;4 in 48.47 s;;;;;;;;;;4 in 30.48 s;;;;;;;30.16 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;WSM Final;7;L. Stoltman;GBR;;;;;;;;;;;;;;;;;;;;;;;;3 in 16.07 s;;;;;;;;;5 reps;;;;;;;4 in 47.42 s;;;;;;;;;;4 in 58.16 s;;;;;;;35.74 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;WSM Final;8;T. Mitchell;USA;;;;;;;;;;;;;;;;;;;;;;;;5 in 52.47 s;;;;;;;;;6 reps;;;;;;;4 in 52.96 s;;;;;;;;;;4 in 54.55 s;;;;;;;23.28 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;WSM Final;9;A. Bishop;GBR;;;;;;;;;;;;;;;;;;;;;;;;3 in 19.42 s;;;;;;;;;5 reps;;;;;;;4 in 55.39 s;;;;;;;;;;4 in 36.19 s;;;;;;;36.69 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;WSM Final;10;K. Janashia;GEO;;;;;;;;;;;;;;;;;;;;;;;;Withdrew;;;;;;;;;Withdrew;;;;;;;4 in 46.97 s;;;;;;;;;;1 in 3.91 s;;;;;;;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;WSM Final;1;O. Novikov;UKR;;537.5 kg;;;;;;;;;;;;;;;;;;;;;;4 in 19.47 s;;;;;;;;8 in 26.96 s;;;;;;;;;;41.63 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.79 s;4 in 32.68 s;;;;;;;;;;;;;;;;;;;;;;;;
2020;WSM Final;2;T. Stoltman;GBR;;478.5 kg;;;;;;;;;;;;;;;;;;;;;;5 in 19.89 s;;;;;;;;8 in 20.05 s;;;;;;;;;;21.23 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.61 s;5 in 49.45 s;;;;;;;;;;;;;;;;;;;;;;;;
2020;WSM Final;3;J. Caron;CAN;;509 kg;;;;;;;;;;;;;;;;;;;;;;5 in 34.03 s;;;;;;;;8 in 20.31 s;;;;;;;;;;52.67 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.92 s;3 in 47.05 s;;;;;;;;;;;;;;;;;;;;;;;;
2020;WSM Final;4;J. Pritchett;USA;;509 kg;;;;;;;;;;;;;;;;;;;;;;4 in 24.53 s;;;;;;;;7 in 39.94 s;;;;;;;;;;42.99 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.71 s;5 in 51.18 s;;;;;;;;;;;;;;;;;;;;;;;;
2020;WSM Final;5;B. Shaw;USA;;478.5 kg;;;;;;;;;;;;;;;;;;;;;;5 in 28.55 s;;;;;;;;8 in 21.75 s;;;;;;;;;;34.79 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.03 s;3 in 27.91 s;;;;;;;;;;;;;;;;;;;;;;;;
2020;WSM Final;6;A. Bishop;GBR;;509 kg;;;;;;;;;;;;;;;;;;;;;;4 in 24.30 s;;;;;;;;8 in 39.90 s;;;;;;;;;;28.40 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.55 s;3 in 37.02 s;;;;;;;;;;;;;;;;;;;;;;;;
2020;WSM Final;7;K. Faires;USA;;440 kg;;;;;;;;;;;;;;;;;;;;;;4 in 24.73 s;;;;;;;;6 in 19.04 s;;;;;;;;;;49.22 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.22 s;4 in 46.67 s;;;;;;;;;;;;;;;;;;;;;;;;
2020;WSM Final;8;A. Å maukstelis;LAT;;400 kg;;;;;;;;;;;;;;;;;;;;;;4 in 20.63 s;;;;;;;;8 in 24.88 s;;;;;;;;;;28.17 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34.97 s;4 in 41.24 s;;;;;;;;;;;;;;;;;;;;;;;;
2020;WSM Final;9;L. Richardson;GBR;;400 kg;;;;;;;;;;;;;;;;;;;;;;3 in 18.02 s;;;;;;;;8 in 27.82 s;;;;;;;;;;35.12 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36.70 s;4 in 62.12 s;;;;;;;;;;;;;;;;;;;;;;;;
2020;WSM Final;10;G. Hicks;GBR;;Withdrew;;;;;;;;;;;;;;;;;;;;;;Withdrew;;;;;;;;Withdrew;;;;;;;;;;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.19 m;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;
2021;WSM Final;1;T. Stoltman;GBR;;;;;;;;;;;;;;;;;;;;185 kg;;;;5 in 20.21 s;;;;;;8 reps;;7.5 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.36 s;;46.89 s;;;;;;;;;;;;;;;;;;;;;;;
2021;WSM Final;2;B. Shaw;USA;;;;;;;;;;;;;;;;;;;;195 kg;;;;5 in 31.45 s;;;;;;9 reps;;7.75 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.53 s;;56.73 s;;;;;;;;;;;;;;;;;;;;;;;
2021;WSM Final;3;M. Boudreault;CAN;;;;;;;;;;;;;;;;;;;;205 kg;;;;5 in 28.63 s;;;;;;3 reps;;7.5 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.43 s;;55.16 s;;;;;;;;;;;;;;;;;;;;;;;
2021;WSM Final;4;T. Mitchell;USA;;;;;;;;;;;;;;;;;;;;205 kg;;;;5 in 37.26 s;;;;;;10 reps;;6 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.61 s;;52.34 s;;;;;;;;;;;;;;;;;;;;;;;
2021;WSM Final;5;J. Caron;CAN;;;;;;;;;;;;;;;;;;;;195 kg;;;;5 in 37.17 s;;;;;;10 reps;;6.75 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.31 s;;57.84 s;;;;;;;;;;;;;;;;;;;;;;;
2021;WSM Final;6;K. Janashia;GEO;;;;;;;;;;;;;;;;;;;;195 kg;;;;4 in 20.81 s;;;;;;8 reps;;7.26 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.31 s;;60.15 s;;;;;;;;;;;;;;;;;;;;;;;
